,open,high,low,close,volume
2016-09-12,0.97503,0.9763,0.96881,0.97171,0
2016-09-13,0.97171,0.97845,0.97036,0.9769,0
2016-09-14,0.97692,0.97897,0.9703,0.97343,0
2016-09-15,0.97342,0.97676,0.96922,0.97134,0
2016-09-16,0.97131,0.98179,0.97078,0.97962,0
2016-09-19,0.97967,0.98188,0.97792,0.98002,0
2016-09-20,0.98,0.98106,0.97595,0.97914,0
2016-09-21,0.97917,0.98141,0.97136,0.97355,0
2016-09-22,0.97355,0.97412,0.9656,0.96886,0
2016-09-23,0.96884,0.97424,0.9684,0.96953,0
2016-09-26,0.96956,0.9709,0.96571,0.96907,0
2016-09-27,0.96904,0.97289,0.9659,0.97067,0
2016-09-28,0.97074,0.97369,0.9688,0.97109,0
2016-09-29,0.97104,0.97236,0.9637,0.96569,0
2016-09-30,0.96569,0.97582,0.96443,0.9714,0
2016-10-03,0.97179,0.97444,0.97,0.97347,0
2016-10-04,0.97347,0.98289,0.9726,0.97868,0
2016-10-05,0.97864,0.9793,0.97291,0.97402,0
2016-10-06,0.97401,0.98186,0.9732,0.98098,0
2016-10-07,0.98099,0.98393,0.97642,0.9774,0
2016-10-10,0.97761,0.98391,0.97682,0.98211,0
2016-10-11,0.98207,0.9894,0.98169,0.98794,0
2016-10-12,0.98792,0.9913,0.987,0.99017,0
2016-10-13,0.9901,0.99099,0.98553,0.98607,0
2016-10-14,0.98607,0.99048,0.98524,0.9894,0
2016-10-17,0.99008,0.99065,0.98678,0.9885,0
2016-10-18,0.98847,0.99145,0.98631,0.98987,0
2016-10-19,0.98995,0.99051,0.98709,0.98868,0
2016-10-20,0.98865,0.9936,0.9842,0.9926,0
2016-10-21,0.99264,0.99621,0.99207,0.99346,0
2016-10-24,0.99419,0.99565,0.99117,0.99402,0
2016-10-25,0.99393,0.99989,0.99286,0.99423,0
2016-10-26,0.99428,0.99587,0.98997,0.99352,0
2016-10-27,0.99349,0.9951,0.9908,0.99388,0
2016-10-28,0.99387,0.99504,0.98528,0.98719,0
2016-10-31,0.98785,0.99073,0.98687,0.98933,0
2016-11-01,0.98935,0.98989,0.97247,0.97509,0
2016-11-02,0.97509,0.97542,0.9692,0.97315,0
2016-11-03,0.97321,0.97603,0.96909,0.97398,0
2016-11-04,0.97399,0.97581,0.967,0.967,0
2016-11-07,0.97465,0.97895,0.97259,0.97421,0
2016-11-08,0.97426,0.9807,0.9731,0.97906,0
2016-11-09,0.97911,0.98488,0.95422,0.98393,0
2016-11-10,0.98393,0.98968,0.98155,0.98694,0
2016-11-11,0.98686,0.98933,0.9829,0.98745,0
2016-11-14,0.98832,1.00021,0.9878,0.9969,0
2016-11-15,0.9969,1.00245,0.99259,1.00133,0
2016-11-16,1.00125,1.00584,0.9979,1.00134,0
2016-11-17,1.00133,1.0075,0.9992,1.00682,0
2016-11-18,1.00691,1.01233,1.0058,1.00995,0
2016-11-21,1.0105,1.01168,1.007,1.00797,0
2016-11-22,1.00793,1.01344,1.0063,1.011,0
2016-11-23,1.01108,1.01823,1.0086,1.01702,0
2016-11-24,1.01699,1.01918,1.01414,1.01673,0
2016-11-25,1.0168,1.0186,1.0101,1.01389,0
2016-11-28,1.01353,1.01679,1.00724,1.01302,0
2016-11-29,1.01299,1.01764,1.01067,1.01142,0
2016-11-30,1.0114,1.02051,1.0102,1.01656,0
2016-12-01,1.01654,1.01743,1.00933,1.01039,0
2016-12-02,1.01036,1.01227,1.00672,1.01028,0
2016-12-05,1.01636,1.0182,1.00463,1.00653,0
2016-12-06,1.00667,1.01153,1.0044,1.00948,0
2016-12-07,1.00953,1.01097,1.00626,1.00669,0
2016-12-08,1.00695,1.01781,1.00194,1.01634,0
2016-12-09,1.01645,1.02137,1.01492,1.01639,0
2016-12-12,1.01784,1.0199,1.01185,1.01305,0
2016-12-13,1.01299,1.01461,1.00963,1.01204,0
2016-12-14,1.01205,1.02231,1.0079,1.02057,0
2016-12-15,1.02061,1.03437,1.01996,1.03001,0
2016-12-16,1.0301,1.03118,1.02396,1.02595,0
2016-12-19,1.02684,1.02831,1.0217,1.02726,0
2016-12-20,1.02727,1.03203,1.0254,1.02852,0
2016-12-21,1.02852,1.02956,1.0223,1.02613,0
2016-12-22,1.0261,1.02695,1.0216,1.02574,0
2016-12-23,1.02574,1.02809,1.0239,1.026,0
2016-12-26,1.02503,1.02756,1.02404,1.02688,0
2016-12-27,1.02692,1.02983,1.0261,1.02753,0
2016-12-28,1.02762,1.03212,1.0259,1.02803,0
2016-12-29,1.02806,1.02851,1.02016,1.02245,0
2016-12-30,1.02255,1.02324,1.00446,1.0175,0
2017-01-02,1.01784,1.0242,1.0165,1.02356,0
2017-01-03,1.02365,1.03353,1.02032,1.02691,0
2017-01-04,1.02691,1.0291,1.01949,1.02063,0
2017-01-05,1.02064,1.0221,1.00833,1.00983,0
2017-01-06,1.00983,1.01842,1.00901,1.0173,0
2017-01-09,1.01711,1.01974,1.01206,1.01393,0
2017-01-10,1.01406,1.01782,1.0106,1.01657,0
2017-01-11,1.01657,1.02482,1.0099,1.01406,0
2017-01-12,1.01397,1.01499,1.0052,1.01045,0
2017-01-13,1.01045,1.01215,1.0041,1.00873,0
2017-01-16,1.0102,1.01364,1.0085,1.01099,0
2017-01-17,1.01104,1.01163,0.99927,1.0016,0
2017-01-18,1.00154,1.00774,1.00057,1.00734,0
2017-01-19,1.00734,1.01224,1.0038,1.00601,0
2017-01-20,1.00601,1.00938,1.00078,1.0011,0
2017-01-23,1.00156,1.00188,0.99558,0.99603,0
2017-01-24,0.996,1.00192,0.9956,1.00118,0
2017-01-25,1.0012,1.00261,0.99638,0.99894,0
2017-01-26,0.99891,1.00263,0.99642,1.00011,0
2017-01-27,1.00015,1.00277,0.9967,0.99856,0
2017-01-30,0.99777,1.00449,0.9931,0.9948,0
2017-01-31,0.99478,0.99662,0.9858,0.9893,0
2017-02-01,0.98931,0.99574,0.9879,0.99317,0
2017-02-02,0.99323,0.99382,0.98671,0.99226,0
2017-02-03,0.99222,0.99895,0.99027,0.99261,0
2017-02-06,0.99225,0.99617,0.9899,0.9905,0
2017-02-07,0.99076,1.00069,0.99019,0.99762,0
2017-02-08,0.99751,1.00003,0.9928,0.99474,0
2017-02-09,0.99477,1.00191,0.9931,1.00127,0
2017-02-10,1.00132,1.00623,1.0005,1.0019,0
2017-02-13,1.00311,1.00694,1.0015,1.00551,0
2017-02-14,1.00561,1.00846,1.0026,1.00622,0
2017-02-15,1.00628,1.01188,1.004,1.0055,0
2017-02-16,1.00556,1.00572,0.9963,0.9973,0
2017-02-17,0.99719,1.00337,0.9964,1.00257,0
2017-02-20,1.00195,1.00445,1.00079,1.00281,0
2017-02-21,1.00279,1.01056,1.00175,1.00984,0
2017-02-22,1.00978,1.01408,1.0074,1.01037,0
2017-02-23,1.01052,1.01165,1.00502,1.0064,0
2017-02-24,1.00648,1.0081,1.00219,1.0065,0
2017-02-27,1.00759,1.00983,1.00426,1.00905,0
2017-02-28,1.00894,1.01019,1.0007,1.00616,0
2017-03-01,1.00611,1.01292,1.005,1.00857,0
2017-03-02,1.00853,1.01462,1.0081,1.01318,0
2017-03-03,1.01324,1.01374,1.00641,1.00641,0
2017-03-06,1.00834,1.01295,1.0068,1.01205,0
2017-03-07,1.01207,1.01705,1.0104,1.01318,0
2017-03-08,1.01311,1.01547,1.0121,1.01476,0
2017-03-09,1.01475,1.0161,1.0088,1.01215,0
2017-03-10,1.01239,1.01405,1.0076,1.0103,0
2017-03-13,1.0102,1.0117,1.00563,1.00755,0
2017-03-14,1.0075,1.01081,1.0064,1.00974,0
2017-03-15,1.00974,1.00989,0.99821,1.00082,0
2017-03-16,1.00081,1.00082,0.99477,0.99624,0
2017-03-17,0.99621,0.9987,0.99383,0.99837,0
2017-03-20,0.9977,0.99908,0.9951,0.9989,0
2017-03-21,0.99898,1.00025,0.99178,0.99318,0
2017-03-22,0.9932,0.99463,0.9879,0.99172,0
2017-03-23,0.99167,0.9942,0.9909,0.99321,0
2017-03-24,0.99319,0.99594,0.98854,0.99088,0
2017-03-27,0.9879,0.98873,0.98092,0.98546,0
2017-03-28,0.98546,0.99353,0.98278,0.99192,0
2017-03-29,0.99198,0.99763,0.9908,0.996,0
2017-03-30,0.99607,1.00145,0.99462,1.00054,0
2017-03-31,1.00054,1.0039,0.999,1.003,0
2017-04-03,1.00191,1.00376,1.0002,1.00182,0
2017-04-04,1.00174,1.00376,1.00077,1.0015,0
2017-04-05,1.00156,1.00794,1.0007,1.00387,0
2017-04-06,1.00389,1.00676,1.0021,1.00527,0
2017-04-07,1.00513,1.00965,1.00144,1.0092,0
2017-04-10,1.00968,1.0108,1.00707,1.00812,0
2017-04-11,1.00804,1.0094,1.00525,1.00737,0
2017-04-12,1.00733,1.00896,1.0016,1.0022,0
2017-04-13,1.00227,1.00671,1.00041,1.00551,0
2017-04-14,1.00551,1.006,1.00221,1.006,0
2017-04-17,1.00547,1.0056,1.00053,1.00443,0
2017-04-18,1.00443,1.00479,0.99477,0.99602,0
2017-04-19,0.99613,0.99924,0.9951,0.99766,0
2017-04-20,0.99761,0.99927,0.9936,0.99879,0
2017-04-21,0.9988,0.99995,0.99467,0.9954,0
2017-04-24,0.99169,0.99808,0.99108,0.99581,0
2017-04-25,0.99581,0.99699,0.99149,0.99326,0
2017-04-26,0.99326,0.99692,0.9915,0.99304,0
2017-04-27,0.99304,0.99637,0.99174,0.99429,0
2017-04-28,0.99426,0.99584,0.9889,0.9936,0
2017-05-01,0.99446,0.9967,0.9924,0.9955,0
2017-05-02,0.99542,0.99624,0.99083,0.99133,0
2017-05-03,0.99136,0.99485,0.98873,0.99412,0
2017-05-04,0.99418,0.99571,0.98533,0.98596,0
2017-05-05,0.98596,0.99034,0.9854,0.9873,0
2017-05-08,0.9888,0.99918,0.98778,0.99853,0
2017-05-09,0.99853,1.00907,0.99739,1.00659,0
2017-05-10,1.00661,1.00951,1.0042,1.0089,0
2017-05-11,1.00897,1.00998,1.00524,1.00764,0
2017-05-12,1.00764,1.0086,0.9985,1.00081,0
2017-05-15,1.00125,1.00198,0.99537,0.99586,0
2017-05-16,0.99592,0.99608,0.98436,0.98477,0
2017-05-17,0.98481,0.98505,0.97707,0.97877,0
2017-05-18,0.9788,0.98253,0.9755,0.9795,0
2017-05-19,0.97944,0.98053,0.97215,0.9735,0
2017-05-22,0.97285,0.97657,0.96885,0.97334,0
2017-05-23,0.97334,0.97633,0.9696,0.97548,0
2017-05-24,0.97551,0.97765,0.9722,0.97342,0
2017-05-25,0.97345,0.97362,0.96948,0.97279,0
2017-05-26,0.97279,0.97611,0.96925,0.9721,0
2017-05-29,0.97442,0.97932,0.9727,0.97857,0
2017-05-30,0.97867,0.9808,0.9733,0.97574,0
2017-05-31,0.9757,0.97612,0.96621,0.96809,0
2017-06-01,0.96812,0.97196,0.9665,0.97081,0
2017-06-02,0.97081,0.97193,0.96142,0.9631,0
2017-06-05,0.96285,0.96644,0.96204,0.96496,0
2017-06-06,0.9649,0.96533,0.96103,0.96192,0
2017-06-07,0.9619,0.96776,0.96145,0.96445,0
2017-06-08,0.96442,0.96964,0.9635,0.96803,0
2017-06-09,0.968,0.97279,0.96715,0.96871,0
2017-06-12,0.96894,0.9695,0.9665,0.96864,0
2017-06-13,0.96864,0.97007,0.9658,0.96875,0
2017-06-14,0.96877,0.97359,0.96369,0.97127,0
2017-06-15,0.97127,0.97706,0.9698,0.97525,0
2017-06-16,0.97521,0.97573,0.9723,0.9727,0
2017-06-19,0.97303,0.97594,0.96914,0.97547,0
2017-06-20,0.97547,0.97662,0.9721,0.97473,0
2017-06-21,0.97472,0.97537,0.97161,0.97242,0
2017-06-22,0.97242,0.9743,0.97043,0.97187,0
2017-06-23,0.97182,0.97208,0.96723,0.9702,0
2017-06-26,0.9693,0.97383,0.9683,0.97243,0
2017-06-27,0.97239,0.9733,0.95879,0.95985,0
2017-06-28,0.9599,0.96476,0.9577,0.95959,0
2017-06-29,0.95956,0.95979,0.9549,0.9554,0
2017-06-30,0.9554,0.95984,0.95484,0.9589,0
2017-07-03,0.95852,0.9643,0.9582,0.96321,0
2017-07-04,0.9633,0.96595,0.9617,0.96466,0
2017-07-05,0.96466,0.96883,0.963,0.96381,0
2017-07-06,0.96381,0.966,0.95916,0.96044,0
2017-07-07,0.96044,0.96542,0.9597,0.9646,0
2017-07-10,0.96378,0.96751,0.9625,0.96596,0
2017-07-11,0.96596,0.96963,0.96205,0.96351,0
2017-07-12,0.96351,0.96622,0.9599,0.9651,0
2017-07-13,0.96506,0.96874,0.961,0.96724,0
2017-07-14,0.9672,0.97006,0.96233,0.9646,0
2017-07-17,0.96345,0.96589,0.9592,0.9627,0
2017-07-18,0.9627,0.96348,0.95196,0.95501,0
2017-07-19,0.95501,0.9561,0.9524,0.95475,0
2017-07-20,0.9548,0.96203,0.9493,0.95149,0
2017-07-21,0.95149,0.95231,0.94348,0.9459,0
2017-07-24,0.94519,0.94754,0.944,0.94733,0
2017-07-25,0.94733,0.95256,0.9451,0.95242,0
2017-07-26,0.95246,0.95955,0.94914,0.95114,0
2017-07-27,0.95114,0.96622,0.94832,0.96436,0
2017-07-28,0.96436,0.97271,0.96276,0.96842,0
2017-07-31,0.9685,0.97127,0.9634,0.96719,0
2017-08-01,0.96717,0.96836,0.96286,0.96561,0
2017-08-02,0.96564,0.97138,0.9644,0.97043,0
2017-08-03,0.97043,0.97172,0.96678,0.96798,0
2017-08-04,0.96789,0.97644,0.9667,0.97264,0
2017-08-07,0.97232,0.97465,0.97033,0.97342,0
2017-08-08,0.97342,0.9773,0.97067,0.97277,0
2017-08-09,0.97277,0.97345,0.9609,0.96355,0
2017-08-10,0.96354,0.96752,0.96147,0.96244,0
2017-08-11,0.96243,0.96389,0.95805,0.9612,0
2017-08-14,0.96224,0.97328,0.96165,0.97206,0
2017-08-15,0.97197,0.97589,0.97,0.9726,0
2017-08-16,0.97254,0.97659,0.96421,0.96509,0
2017-08-17,0.96519,0.96984,0.96017,0.96281,0
2017-08-18,0.96281,0.96699,0.9584,0.96463,0
2017-08-21,0.96527,0.96855,0.95967,0.96273,0
2017-08-22,0.96273,0.96886,0.96132,0.96804,0
2017-08-23,0.96795,0.96987,0.9638,0.96502,0
2017-08-24,0.96503,0.96686,0.9617,0.96518,0
2017-08-25,0.96512,0.96626,0.95471,0.95648,0
2017-08-28,0.95507,0.95784,0.9494,0.95165,0
2017-08-29,0.95164,0.95606,0.9426,0.95458,0
2017-08-30,0.95462,0.96456,0.95357,0.96302,0
2017-08-31,0.96298,0.96798,0.9569,0.95956,0
2017-09-01,0.95956,0.96526,0.9544,0.964,0
2017-09-04,0.96103,0.96179,0.955,0.95792,0
2017-09-05,0.95794,0.96146,0.9532,0.95385,0
2017-09-06,0.95381,0.95823,0.9525,0.95582,0
2017-09-07,0.9558,0.95949,0.9492,0.95033,0
2017-09-08,0.95031,0.95039,0.9416,0.9451,0
2017-09-11,0.94719,0.95692,0.9464,0.9555,0
2017-09-12,0.9555,0.96182,0.9543,0.95981,0
2017-09-13,0.95993,0.96606,0.958,0.96296,0
2017-09-14,0.96296,0.97051,0.9611,0.96149,0
2017-09-15,0.96152,0.96477,0.9562,0.95955,0
2017-09-18,0.96001,0.9641,0.9577,0.96161,0
2017-09-19,0.9616,0.9649,0.9591,0.96224,0
2017-09-20,0.96215,0.9718,0.95856,0.9698,0
2017-09-21,0.96984,0.97476,0.9682,0.97064,0
2017-09-22,0.97064,0.97077,0.9663,0.96897,0
2017-09-25,0.97065,0.97463,0.964,0.9662,0
2017-09-26,0.96619,0.97266,0.9648,0.96884,0
2017-09-27,0.96885,0.97697,0.9687,0.97224,0
2017-09-28,0.97221,0.97593,0.96905,0.97043,0
2017-09-29,0.97042,0.9721,0.9668,0.96862,0
2017-10-02,0.96839,0.97549,0.9676,0.97416,0
2017-10-03,0.97415,0.97863,0.9725,0.97336,0
2017-10-04,0.97337,0.9762,0.9706,0.97495,0
2017-10-05,0.97495,0.97956,0.974,0.97838,0
2017-10-06,0.97837,0.98368,0.9768,0.97888,0
2017-10-09,0.97796,0.98077,0.9769,0.97976,0
2017-10-10,0.97979,0.97995,0.9732,0.97478,0
2017-10-11,0.97478,0.97671,0.9714,0.97334,0
2017-10-12,0.97331,0.97637,0.9707,0.97496,0
2017-10-13,0.97496,0.97714,0.9702,0.9738,0
2017-10-16,0.97536,0.97691,0.9727,0.97549,0
2017-10-17,0.97543,0.98091,0.9748,0.9781,0
2017-10-18,0.97806,0.98367,0.977,0.9812,0
2017-10-19,0.98124,0.98129,0.9734,0.97602,0
2017-10-20,0.97605,0.98527,0.9754,0.98405,0
2017-10-23,0.9854,0.98812,0.9827,0.98476,0
2017-10-24,0.98485,0.99125,0.9833,0.9908,0
2017-10-25,0.99086,0.994,0.9866,0.98906,0
2017-10-26,0.98902,0.998,0.9871,0.99775,0
2017-10-27,0.99778,1.00386,0.99666,0.99735,0
2017-10-30,0.99868,0.99966,0.9935,0.99559,0
2017-10-31,0.9955,0.99946,0.9942,0.99714,0
2017-11-01,0.99717,1.00376,0.9968,1.00274,0
2017-11-02,1.00274,1.0029,0.9946,0.99933,0
2017-11-03,0.99931,1.00246,0.99431,1.0009,0
2017-11-06,0.99986,1.00291,0.99683,0.99772,0
2017-11-07,0.99762,1.00196,0.9969,0.9994,0
2017-11-08,0.99938,1.00066,0.9978,0.99992,0
2017-11-09,0.99992,1.00179,0.9919,0.99386,0
2017-11-10,0.99394,0.99686,0.9922,0.99574,0
2017-11-13,0.99621,0.99868,0.9934,0.99625,0
2017-11-14,0.99625,0.99706,0.9879,0.98961,0
2017-11-15,0.98954,0.99111,0.9844,0.98908,0
2017-11-16,0.98922,0.99455,0.9879,0.99401,0
2017-11-17,0.99402,0.9942,0.9873,0.98895,0
2017-11-20,0.98999,0.99375,0.9874,0.99334,0
2017-11-21,0.99332,0.99468,0.98934,0.99091,0
2017-11-22,0.99123,0.99145,0.98025,0.98192,0
2017-11-23,0.98175,0.98283,0.9792,0.98148,0
2017-11-24,0.98144,0.98273,0.97823,0.97897,0
2017-11-27,0.97952,0.98222,0.9774,0.98133,0
2017-11-28,0.98154,0.98528,0.9798,0.98362,0
2017-11-29,0.98372,0.98699,0.9816,0.98435,0
2017-11-30,0.98455,0.98822,0.9814,0.98424,0
2017-12-01,0.98431,0.9871,0.9733,0.97575,0
2017-12-04,0.98012,0.98673,0.9786,0.98481,0
2017-12-05,0.98481,0.98876,0.9834,0.98679,0
2017-12-06,0.98679,0.99098,0.9851,0.98922,0
2017-12-07,0.98927,0.99471,0.9872,0.99413,0
2017-12-08,0.99421,0.99777,0.99163,0.99254,0
2017-12-11,0.9927,0.99329,0.9894,0.99159,0
2017-12-12,0.9916,0.99357,0.9886,0.99162,0
2017-12-13,0.99158,0.99284,0.9838,0.98609,0
2017-12-14,0.98609,0.99045,0.9835,0.98952,0
2017-12-15,0.98959,0.99345,0.9868,0.99003,0
2017-12-18,0.99055,0.99174,0.9838,0.9857,0
2017-12-19,0.98569,0.98787,0.9832,0.98481,0
2017-12-20,0.98483,0.98854,0.9826,0.98651,0
2017-12-21,0.98654,0.99098,0.985,0.9887,0
2017-12-22,0.98869,0.99116,0.98736,0.98755,0
2017-12-25,0.9891,0.99047,0.9874,0.98838,0
2017-12-26,0.98847,0.99159,0.9876,0.98935,0
2017-12-27,0.98935,0.99037,0.98494,0.98559,0
2017-12-28,0.98568,0.98606,0.9769,0.97838,0
2017-12-29,0.97844,0.9791,0.9731,0.97409,0
2018-01-01,0.9743,0.97657,0.9732,0.97369,0
2018-01-02,0.97339,0.97483,0.9696,0.97175,0
2018-01-03,0.97168,0.97977,0.9708,0.97709,0
2018-01-04,0.97696,0.97804,0.97323,0.97444,0
2018-01-05,0.97429,0.97846,0.9734,0.9742,0
2018-01-08,0.97499,0.97843,0.9741,0.97724,0
2018-01-09,0.97721,0.9842,0.976,0.98325,0
2018-01-10,0.98319,0.98455,0.9752,0.97821,0
2018-01-11,0.97824,0.98162,0.9729,0.97508,0
2018-01-12,0.97542,0.97707,0.96636,0.96636,0
2018-01-15,0.96754,0.96848,0.9599,0.96296,0
2018-01-16,0.96301,0.96655,0.9578,0.95968,0
2018-01-17,0.9597,0.96665,0.957,0.96662,0
2018-01-18,0.96664,0.96664,0.9572,0.95861,0
2018-01-19,0.95865,0.96421,0.9533,0.96245,0
2018-01-22,0.96139,0.964,0.9587,0.96165,0
2018-01-23,0.96169,0.96336,0.9564,0.95784,0
2018-01-24,0.95781,0.95813,0.9424,0.94552,0
2018-01-25,0.94552,0.94669,0.9286,0.94256,0
2018-01-26,0.94276,0.94304,0.9318,0.9335,0
2018-01-29,0.93409,0.93868,0.9331,0.93769,0
2018-01-30,0.93772,0.93934,0.9307,0.93442,0
2018-01-31,0.93452,0.93591,0.9287,0.93155,0
2018-02-01,0.93155,0.9342,0.92505,0.92607,0
2018-02-02,0.92623,0.93367,0.9253,0.9303,0
2018-02-05,0.93228,0.93765,0.9283,0.9317,0
2018-02-06,0.93168,0.9398,0.9301,0.93554,0
2018-02-07,0.93573,0.94548,0.9337,0.9431,0
2018-02-08,0.94337,0.94701,0.93494,0.93561,0
2018-02-09,0.93561,0.94091,0.9346,0.9392,0
2018-02-12,0.94002,0.94017,0.9361,0.93962,0
2018-02-13,0.93965,0.93985,0.9318,0.93546,0
2018-02-14,0.93549,0.93747,0.9281,0.92906,0
2018-02-15,0.92912,0.9293,0.9208,0.92202,0
2018-02-16,0.92225,0.92879,0.9184,0.92622,0
2018-02-19,0.92687,0.93198,0.926,0.92865,0
2018-02-20,0.92881,0.93695,0.9284,0.93612,0
2018-02-21,0.93619,0.93968,0.9337,0.93938,0
2018-02-22,0.93951,0.94092,0.93203,0.9327,0
2018-02-23,0.93273,0.93741,0.9322,0.93597,0
2018-02-26,0.93706,0.93914,0.9322,0.93814,0
2018-02-27,0.93808,0.94175,0.9354,0.9389,0
2018-02-28,0.93885,0.94586,0.9383,0.94436,0
2018-03-01,0.94443,0.94908,0.9408,0.94129,0
2018-03-02,0.94156,0.94242,0.9337,0.93707,0
2018-03-05,0.93641,0.9408,0.9349,0.93995,0
2018-03-06,0.93989,0.9419,0.9354,0.93706,0
2018-03-07,0.93711,0.94426,0.9352,0.94339,0
2018-03-08,0.94339,0.95203,0.9417,0.95089,0
2018-03-09,0.95103,0.95345,0.9485,0.95121,0
2018-03-12,0.9511,0.95123,0.9456,0.94778,0
2018-03-13,0.94774,0.94941,0.9427,0.94358,0
2018-03-14,0.94359,0.94803,0.942,0.94488,0
2018-03-15,0.94491,0.95202,0.9431,0.95144,0
2018-03-16,0.95145,0.95476,0.948,0.9516,0
2018-03-19,0.95268,0.95516,0.9492,0.95142,0
2018-03-20,0.95143,0.95697,0.9497,0.95591,0
2018-03-21,0.95591,0.95624,0.9482,0.94878,0
2018-03-22,0.94878,0.95148,0.9455,0.94739,0
2018-03-23,0.94743,0.94953,0.9441,0.9469,0
2018-03-26,0.94634,0.94891,0.9429,0.94517,0
2018-03-27,0.94525,0.95089,0.943,0.9462,0
2018-03-28,0.94618,0.95782,0.9457,0.95673,0
2018-03-29,0.95673,0.95835,0.9544,0.95606,0
2018-03-30,0.95606,0.9564,0.95187,0.9532,0
2018-04-02,0.95436,0.95645,0.9524,0.95501,0
2018-04-03,0.95502,0.95973,0.9528,0.95847,0
2018-04-04,0.95852,0.96116,0.9549,0.96012,0
2018-04-05,0.96017,0.964,0.9595,0.96265,0
2018-04-06,0.96269,0.96496,0.9575,0.95867,0
2018-04-09,0.95922,0.96095,0.9555,0.95607,0
2018-04-10,0.9561,0.95811,0.9529,0.9567,0
2018-04-11,0.95669,0.95964,0.955,0.95742,0
2018-04-12,0.95734,0.96466,0.9565,0.96216,0
2018-04-13,0.96216,0.96392,0.9596,0.9616,0
2018-04-16,0.96354,0.96361,0.9573,0.95972,0
2018-04-17,0.95972,0.96785,0.9577,0.96689,0
2018-04-18,0.9669,0.96988,0.9647,0.96837,0
2018-04-19,0.9684,0.9724,0.9662,0.9716,0
2018-04-20,0.97161,0.97596,0.9705,0.97449,0
2018-04-23,0.9755,0.97884,0.9742,0.97806,0
2018-04-24,0.97806,0.98106,0.9764,0.97896,0
2018-04-25,0.97905,0.9848,0.9783,0.98286,0
2018-04-26,0.98288,0.9896,0.9811,0.98906,0
2018-04-27,0.98908,0.99205,0.9866,0.9873,0
2018-04-30,0.98826,0.99214,0.9868,0.9907,0
2018-05-01,0.99073,0.99702,0.9903,0.99666,0
2018-05-02,0.99666,1.0,0.9932,0.99889,0
2018-05-03,0.99889,0.99995,0.9952,0.99773,0
2018-05-04,0.99769,1.00226,0.9963,0.9998,0
2018-05-07,1.00003,1.00563,0.9978,1.0027,0
2018-05-08,1.00268,1.00453,1.0001,1.0016,0
2018-05-09,1.00172,1.0056,1.0,1.0051,0
2018-05-10,1.00507,1.00563,0.9992,1.00274,0
2018-05-11,1.00275,1.00399,0.9973,0.99965,0
2018-05-14,1.00032,1.0012,0.9952,1.00028,0
2018-05-15,1.00024,1.00418,0.9979,1.00126,0
2018-05-16,1.00127,1.0019,0.998,1.00042,0
2018-05-17,1.0005,1.00332,0.9982,1.00127,0
2018-05-18,1.00132,1.00182,0.9946,0.9972,0
2018-05-21,0.99777,1.00015,0.9962,0.99648,0
2018-05-22,0.99642,0.99904,0.99149,0.99212,0
2018-05-23,0.99209,0.99781,0.9892,0.99431,0
2018-05-24,0.99427,0.99471,0.988,0.991,0
2018-05-25,0.99101,0.9937,0.98844,0.9896,0
2018-05-28,0.99269,0.9958,0.9906,0.99352,0
2018-05-29,0.99354,0.99831,0.9849,0.99092,0
2018-05-30,0.99103,0.99354,0.9876,0.98892,0
2018-05-31,0.98892,0.9891,0.9823,0.98415,0
2018-06-01,0.98419,0.99129,0.984,0.98799,0
2018-06-04,0.98862,0.98943,0.9825,0.98799,0
2018-06-05,0.98803,0.98928,0.9826,0.9843,0
2018-06-06,0.9843,0.98859,0.9831,0.98594,0
2018-06-07,0.98597,0.98644,0.9786,0.9802,0
2018-06-08,0.98026,0.98879,0.9797,0.9846,0
2018-06-11,0.98474,0.98736,0.9834,0.9859,0
2018-06-12,0.98589,0.98837,0.9826,0.98686,0
2018-06-13,0.9869,0.98952,0.9836,0.98478,0
2018-06-14,0.98477,0.99728,0.9821,0.99651,0
2018-06-15,0.99651,0.99883,0.994,0.99737,0
2018-06-18,0.99787,0.99903,0.9933,0.9954,0
2018-06-19,0.9954,0.99776,0.9913,0.9941,0
2018-06-20,0.99416,0.9983,0.9934,0.99617,0
2018-06-21,0.9961,0.99857,0.9895,0.99105,0
2018-06-22,0.99114,0.99194,0.987,0.9878,0
2018-06-25,0.98774,0.98904,0.9852,0.9869,0
2018-06-26,0.9869,0.99232,0.9853,0.99086,0
2018-06-27,0.99087,0.99763,0.9886,0.99685,0
2018-06-28,0.9969,0.99925,0.9954,0.99755,0
2018-06-29,0.99755,0.9978,0.9891,0.99032,0
2018-07-02,0.99047,0.99655,0.9896,0.99365,0
2018-07-03,0.99365,0.99497,0.991,0.99196,0
2018-07-04,0.99195,0.99397,0.99,0.99251,0
2018-07-05,0.99251,0.99461,0.9905,0.99343,0
2018-07-06,0.99343,0.99438,0.9881,0.9893,0
2018-07-09,0.98921,0.99301,0.9853,0.99145,0
2018-07-10,0.99145,0.9962,0.9904,0.9923,0
2018-07-11,0.9923,0.99658,0.99,0.99559,0
2018-07-12,0.99567,1.00323,0.9942,1.0027,0
2018-07-13,1.00275,1.00681,1.00062,1.0014,0
2018-07-16,1.00208,1.00244,0.99576,0.99688,0
2018-07-17,0.99696,1.0003,0.9924,1.00024,0
2018-07-18,1.00024,1.00347,0.9978,0.99887,0
2018-07-19,0.9989,1.00434,0.9957,0.99919,0
