,open,high,low,close,volume
2011-09-16,1.5794,1.5841,1.5743,1.5786,0
2011-09-19,1.5717,1.5755,1.5631,1.5691,0
2011-09-20,1.5691,1.5747,1.5653,1.5737,0
2011-09-21,1.5734,1.5741,1.5484,1.5508,0
2011-09-22,1.5508,1.5516,1.5326,1.5338,0
2011-09-23,1.5343,1.5491,1.5339,1.5463,0
2011-09-26,1.5476,1.557,1.543,1.5551,0
2011-09-27,1.5551,1.5705,1.5525,1.5633,0
2011-09-28,1.5628,1.5677,1.5561,1.5564,0
2011-09-29,1.5567,1.5715,1.554,1.5601,0
2011-09-30,1.5605,1.5664,1.5531,1.5583,0
2011-10-03,1.5582,1.5649,1.5419,1.5432,0
2011-10-04,1.5436,1.5495,1.5339,1.5474,0
2011-10-05,1.5476,1.5491,1.5391,1.5465,0
2011-10-06,1.5462,1.5501,1.5272,1.5433,0
2011-10-07,1.5433,1.5645,1.542,1.5557,0
2011-10-10,1.5553,1.5688,1.5525,1.5656,0
2011-10-11,1.5654,1.5664,1.5572,1.559,0
2011-10-12,1.5587,1.5797,1.5541,1.5743,0
2011-10-13,1.5745,1.5784,1.5664,1.5761,0
2011-10-14,1.5759,1.5851,1.5719,1.5821,0
2011-10-17,1.5821,1.5847,1.5728,1.5743,0
2011-10-18,1.5744,1.5821,1.563,1.5702,0
2011-10-19,1.5701,1.5846,1.5696,1.5768,0
2011-10-20,1.5768,1.5803,1.5681,1.5785,0
2011-10-21,1.5787,1.5973,1.5753,1.5947,0
2011-10-24,1.5942,1.6007,1.5899,1.5992,0
2011-10-25,1.5992,1.6037,1.5955,1.6002,0
2011-10-26,1.6002,1.6041,1.5889,1.5957,0
2011-10-27,1.5959,1.614,1.5952,1.6099,0
2011-10-28,1.6098,1.6151,1.607,1.613,0
2011-10-31,1.6128,1.6161,1.5963,1.608,0
2011-11-01,1.6072,1.6133,1.5889,1.5947,0
2011-11-02,1.5947,1.6047,1.5914,1.5948,0
2011-11-03,1.5948,1.6061,1.5874,1.6032,0
2011-11-04,1.6033,1.6063,1.5944,1.6031,0
2011-11-07,1.6067,1.6078,1.5978,1.6059,0
2011-11-08,1.6054,1.6129,1.6024,1.6088,0
2011-11-09,1.6087,1.6119,1.5903,1.5922,0
2011-11-10,1.5912,1.5984,1.5865,1.5932,0
2011-11-11,1.5931,1.6092,1.5893,1.6061,0
2011-11-14,1.6086,1.6088,1.5879,1.5907,0
2011-11-15,1.5908,1.5931,1.5797,1.5819,0
2011-11-16,1.5818,1.5827,1.572,1.5732,0
2011-11-17,1.5727,1.581,1.5689,1.5753,0
2011-11-18,1.5744,1.5887,1.5738,1.5799,0
2011-11-21,1.5786,1.5798,1.5611,1.5638,0
2011-11-22,1.5639,1.5691,1.5581,1.5631,0
2011-11-23,1.5631,1.5654,1.5493,1.5523,0
2011-11-24,1.5521,1.5565,1.5483,1.5492,0
2011-11-25,1.5494,1.5517,1.5421,1.5432,0
2011-11-28,1.5486,1.5594,1.5457,1.5506,0
2011-11-29,1.5507,1.5656,1.5467,1.5594,0
2011-11-30,1.5592,1.5779,1.5524,1.5705,0
2011-12-01,1.5701,1.5755,1.5635,1.5688,0
2011-12-02,1.5688,1.5721,1.5576,1.5593,0
2011-12-05,1.5623,1.5716,1.5583,1.5645,0
2011-12-06,1.5647,1.5663,1.556,1.5598,0
2011-12-07,1.5598,1.5721,1.5591,1.5708,0
2011-12-08,1.5707,1.5769,1.5609,1.5626,0
2011-12-09,1.5627,1.5734,1.5583,1.5668,0
2011-12-12,1.565,1.5657,1.5535,1.5579,0
2011-12-13,1.558,1.5629,1.5448,1.5481,0
2011-12-14,1.5476,1.553,1.5407,1.5465,0
2011-12-15,1.5464,1.5529,1.5432,1.5511,0
2011-12-16,1.5525,1.5556,1.5481,1.5544,0
2011-12-19,1.5542,1.5545,1.5463,1.5495,0
2011-12-20,1.5495,1.5701,1.5492,1.566,0
2011-12-21,1.566,1.5773,1.5646,1.5672,0
2011-12-22,1.5674,1.5728,1.5647,1.5676,0
2011-12-23,1.5672,1.5708,1.5583,1.5584,0
2011-12-26,1.559,1.5646,1.558,1.5624,0
2011-12-27,1.5628,1.5698,1.5593,1.5668,0
2011-12-28,1.5667,1.5691,1.544,1.5455,0
2011-12-29,1.5455,1.5475,1.536,1.5411,0
2011-12-30,1.5413,1.5572,1.5398,1.5533,0
2012-01-02,1.5497,1.5534,1.5468,1.551,0
2012-01-03,1.5512,1.5669,1.55,1.5647,0
2012-01-04,1.5646,1.5668,1.5579,1.562,0
2012-01-05,1.5614,1.5629,1.5465,1.5492,0
2012-01-06,1.5494,1.5525,1.5374,1.5423,0
2012-01-09,1.5422,1.5469,1.5394,1.546,0
2012-01-10,1.5455,1.5499,1.5444,1.5482,0
2012-01-11,1.5482,1.5491,1.5306,1.5324,0
2012-01-12,1.5329,1.5367,1.5278,1.5331,0
2012-01-13,1.5342,1.5409,1.5234,1.5311,0
2012-01-16,1.5278,1.5352,1.5272,1.5324,0
2012-01-17,1.5321,1.5404,1.5308,1.5332,0
2012-01-18,1.5333,1.5442,1.5325,1.5435,0
2012-01-19,1.5434,1.5492,1.5412,1.5486,0
2012-01-20,1.5482,1.5578,1.5449,1.5573,0
2012-01-23,1.5556,1.5601,1.5514,1.5567,0
2012-01-24,1.5564,1.5626,1.5532,1.5625,0
2012-01-25,1.5624,1.5678,1.5536,1.5656,0
2012-01-26,1.5653,1.5734,1.5648,1.5688,0
2012-01-27,1.5686,1.574,1.564,1.5725,0
2012-01-30,1.5731,1.5734,1.5651,1.5706,0
2012-01-31,1.5707,1.5796,1.5696,1.5759,0
2012-02-01,1.5756,1.5882,1.5705,1.5828,0
2012-02-02,1.5832,1.5858,1.5793,1.5802,0
2012-02-03,1.5802,1.586,1.5749,1.5814,0
2012-02-06,1.5802,1.5839,1.5728,1.5824,0
2012-02-07,1.582,1.5905,1.5786,1.5896,0
2012-02-08,1.5893,1.5928,1.5795,1.5814,0
2012-02-09,1.5814,1.5884,1.5791,1.5815,0
2012-02-10,1.5815,1.5849,1.5728,1.5751,0
2012-02-13,1.5774,1.5827,1.5757,1.5764,0
2012-02-14,1.5763,1.577,1.5643,1.5692,0
2012-02-15,1.5688,1.5735,1.5669,1.5692,0
2012-02-16,1.5689,1.5815,1.5653,1.5797,0
2012-02-17,1.5799,1.5862,1.5786,1.5818,0
2012-02-20,1.5842,1.588,1.5831,1.5846,0
2012-02-21,1.5845,1.5864,1.5771,1.5776,0
2012-02-22,1.5776,1.5813,1.5645,1.5665,0
2012-02-23,1.5665,1.5747,1.5648,1.5741,0
2012-02-24,1.5743,1.5898,1.572,1.5875,0
2012-02-27,1.5882,1.5901,1.5808,1.5823,0
2012-02-28,1.582,1.5907,1.5798,1.5898,0
2012-02-29,1.5899,1.5981,1.5894,1.5915,0
2012-03-01,1.5914,1.5974,1.5894,1.5957,0
2012-03-02,1.5954,1.5966,1.5821,1.5831,0
2012-03-05,1.5835,1.5876,1.5784,1.5864,0
2012-03-06,1.5861,1.5882,1.5694,1.5715,0
2012-03-07,1.5711,1.5758,1.5696,1.5739,0
2012-03-08,1.5738,1.5833,1.5722,1.5828,0
2012-03-09,1.5827,1.5832,1.566,1.567,0
2012-03-12,1.5669,1.5695,1.5602,1.5633,0
2012-03-13,1.5632,1.5747,1.5619,1.5704,0
2012-03-14,1.5707,1.5743,1.5648,1.5666,0
2012-03-15,1.5665,1.5736,1.5633,1.5711,0
2012-03-16,1.571,1.586,1.5692,1.5831,0
2012-03-19,1.5844,1.5913,1.582,1.5889,0
2012-03-20,1.5889,1.5897,1.583,1.5855,0
2012-03-21,1.5855,1.5923,1.5816,1.5863,0
2012-03-22,1.5864,1.5892,1.577,1.5814,0
2012-03-23,1.5814,1.5906,1.5804,1.5868,0
2012-03-26,1.5872,1.5973,1.5799,1.5966,0
2012-03-27,1.5968,1.6,1.594,1.5946,0
2012-03-28,1.5945,1.5964,1.5841,1.5887,0
2012-03-29,1.5887,1.5958,1.5858,1.5952,0
2012-03-30,1.5951,1.6036,1.5944,1.6005,0
2012-04-02,1.6004,1.6062,1.5976,1.602,0
2012-04-03,1.602,1.6046,1.589,1.5911,0
2012-04-04,1.5908,1.5913,1.5832,1.589,0
2012-04-05,1.5889,1.5908,1.5803,1.5826,0
2012-04-06,1.5825,1.589,1.582,1.5869,0
2012-04-09,1.5889,1.5913,1.5834,1.5896,0
2012-04-10,1.5896,1.593,1.5809,1.586,0
2012-04-11,1.5861,1.5938,1.5849,1.5907,0
2012-04-12,1.5909,1.5984,1.5906,1.5957,0
2012-04-13,1.5957,1.5969,1.5839,1.5854,0
2012-04-16,1.5847,1.591,1.5817,1.5895,0
2012-04-17,1.5896,1.5969,1.586,1.5926,0
2012-04-18,1.5924,1.6041,1.5893,1.6017,0
2012-04-19,1.6015,1.6078,1.6007,1.6051,0
2012-04-20,1.6053,1.6148,1.6036,1.6119,0
2012-04-23,1.6127,1.6134,1.6074,1.6122,0
2012-04-24,1.6123,1.6163,1.6108,1.6141,0
2012-04-25,1.6141,1.6182,1.608,1.6168,0
2012-04-26,1.6168,1.6206,1.6156,1.618,0
2012-04-27,1.6177,1.6279,1.6151,1.626,0
2012-04-30,1.6273,1.63,1.6219,1.6237,0
2012-05-01,1.6237,1.6247,1.6185,1.6218,0
2012-05-02,1.622,1.6238,1.6159,1.6194,0
2012-05-03,1.6195,1.6215,1.6159,1.6178,0
2012-05-04,1.6179,1.6199,1.6141,1.6144,0
2012-05-07,1.615,1.6197,1.6112,1.6193,0
2012-05-08,1.619,1.6198,1.6123,1.6152,0
2012-05-09,1.6151,1.6158,1.607,1.6131,0
2012-05-10,1.613,1.6182,1.609,1.6131,0
2012-05-11,1.6131,1.6143,1.6057,1.6066,0
2012-05-14,1.6064,1.6122,1.605,1.6096,0
2012-05-15,1.6097,1.6113,1.5987,1.5998,0
2012-05-16,1.5996,1.5997,1.5887,1.5911,0
2012-05-17,1.591,1.5932,1.5778,1.5781,0
2012-05-18,1.5781,1.5837,1.573,1.5816,0
2012-05-21,1.5808,1.584,1.5778,1.5821,0
2012-05-22,1.5821,1.5847,1.5739,1.5763,0
2012-05-23,1.5762,1.5771,1.5674,1.569,0
2012-05-24,1.5691,1.5726,1.5637,1.5668,0
2012-05-25,1.5667,1.5699,1.5629,1.5657,0
2012-05-28,1.5677,1.5717,1.567,1.5679,0
2012-05-29,1.5675,1.5716,1.5606,1.5632,0
2012-05-30,1.5632,1.5638,1.5472,1.5479,0
2012-05-31,1.548,1.5526,1.5359,1.5403,0
2012-06-01,1.539,1.5435,1.5266,1.5361,0
2012-06-04,1.5368,1.5415,1.5339,1.5381,0
2012-06-05,1.5382,1.5408,1.5319,1.5376,0
2012-06-06,1.5373,1.5515,1.537,1.5488,0
2012-06-07,1.5489,1.5599,1.5429,1.5532,0
2012-06-08,1.5531,1.5537,1.5402,1.5454,0
2012-06-11,1.5524,1.5581,1.5469,1.5472,0
2012-06-12,1.5469,1.5588,1.5454,1.5567,0
2012-06-13,1.5562,1.5597,1.5501,1.5509,0
2012-06-14,1.551,1.5563,1.5471,1.5551,0
2012-06-15,1.5551,1.5726,1.5474,1.5703,0
2012-06-18,1.5727,1.573,1.5634,1.5666,0
2012-06-19,1.5665,1.5757,1.5613,1.5724,0
2012-06-20,1.5714,1.5777,1.565,1.5704,0
2012-06-21,1.5705,1.5732,1.5575,1.5596,0
2012-06-22,1.5595,1.5634,1.5555,1.5576,0
2012-06-25,1.5583,1.5594,1.5537,1.5571,0
2012-06-26,1.5569,1.5651,1.5561,1.5635,0
2012-06-27,1.5633,1.5641,1.5545,1.5565,0
2012-06-28,1.5565,1.5624,1.5483,1.5515,0
2012-06-29,1.5514,1.5714,1.5506,1.5706,0
2012-07-02,1.5696,1.5722,1.564,1.569,0
2012-07-03,1.5691,1.5713,1.5656,1.5685,0
2012-07-04,1.5687,1.569,1.5573,1.5593,0
2012-07-05,1.5593,1.5623,1.5498,1.5522,0
2012-07-06,1.5521,1.5551,1.5458,1.5489,0
2012-07-09,1.5475,1.5534,1.5469,1.5524,0
2012-07-10,1.5524,1.5549,1.5476,1.5515,0
2012-07-11,1.5516,1.5578,1.5483,1.5502,0
2012-07-12,1.5507,1.5516,1.539,1.5431,0
2012-07-13,1.543,1.558,1.5413,1.5574,0
2012-07-16,1.5579,1.5654,1.5516,1.5631,0
2012-07-17,1.5632,1.5678,1.5552,1.5643,0
2012-07-18,1.5648,1.5668,1.558,1.5652,0
2012-07-19,1.5653,1.5737,1.5635,1.5717,0
2012-07-20,1.5718,1.5722,1.561,1.5619,0
2012-07-23,1.5606,1.5616,1.5483,1.5501,0
2012-07-24,1.5501,1.5552,1.5485,1.5504,0
2012-07-25,1.5504,1.5551,1.5457,1.5493,0
2012-07-26,1.5494,1.5723,1.5469,1.5683,0
2012-07-27,1.5684,1.5768,1.5664,1.5743,0
2012-07-30,1.573,1.574,1.5672,1.5705,0
2012-07-31,1.5703,1.573,1.5624,1.5672,0
2012-08-01,1.5672,1.569,1.5531,1.5537,0
2012-08-02,1.5539,1.5678,1.5488,1.5514,0
2012-08-03,1.5514,1.5657,1.5502,1.5642,0
2012-08-06,1.5635,1.5665,1.5545,1.5598,0
2012-08-07,1.56,1.5684,1.5562,1.562,0
2012-08-08,1.5621,1.5676,1.5571,1.5656,0
2012-08-09,1.5657,1.5685,1.5604,1.5633,0
2012-08-10,1.5634,1.5701,1.5576,1.5683,0
2012-08-13,1.5675,1.5717,1.5655,1.568,0
2012-08-14,1.5679,1.5728,1.5669,1.5674,0
2012-08-15,1.5675,1.5702,1.5659,1.5679,0
2012-08-16,1.5679,1.5744,1.5634,1.5734,0
2012-08-17,1.5735,1.5739,1.5673,1.5697,0
2012-08-20,1.5695,1.5717,1.5676,1.5708,0
2012-08-21,1.5709,1.5804,1.5704,1.5782,0
2012-08-22,1.5782,1.5883,1.5765,1.5881,0
2012-08-23,1.588,1.5912,1.5853,1.5858,0
2012-08-24,1.5858,1.5869,1.58,1.58,0
2012-08-27,1.5814,1.5828,1.5785,1.5789,0
2012-08-28,1.5789,1.5836,1.5752,1.5817,0
2012-08-29,1.5819,1.5855,1.5801,1.5827,0
2012-08-30,1.5828,1.5875,1.5769,1.5783,0
2012-08-31,1.5783,1.5895,1.5776,1.5863,0
2012-09-03,1.5879,1.5898,1.5847,1.5882,0
2012-09-04,1.5882,1.591,1.5857,1.5875,0
2012-09-05,1.5873,1.5934,1.5824,1.5901,0
2012-09-06,1.5901,1.5943,1.588,1.5935,0
2012-09-07,1.5933,1.6034,1.5921,1.6024,0
2012-09-10,1.6012,1.6018,1.5958,1.5985,0
2012-09-11,1.5986,1.6083,1.5985,1.6066,0
2012-09-12,1.6067,1.6131,1.6062,1.6107,0
2012-09-13,1.6107,1.6174,1.6072,1.6149,0
2012-09-14,1.615,1.6255,1.6135,1.6211,0
2012-09-17,1.6228,1.6273,1.6208,1.6246,0
2012-09-18,1.6247,1.6267,1.6219,1.624,0
2012-09-19,1.6238,1.6271,1.6183,1.622,0
2012-09-20,1.622,1.6236,1.6161,1.6214,0
2012-09-21,1.6215,1.6309,1.6211,1.6219,0
2012-09-24,1.6242,1.6247,1.618,1.6221,0
2012-09-25,1.6221,1.6268,1.618,1.6192,0
2012-09-26,1.6193,1.6209,1.6136,1.6167,0
2012-09-27,1.6167,1.6243,1.6163,1.6234,0
2012-09-28,1.6234,1.6272,1.6112,1.616,0
2012-10-01,1.6124,1.6174,1.6107,1.6129,0
2012-10-02,1.6131,1.6187,1.6123,1.6129,0
2012-10-03,1.613,1.614,1.6065,1.6079,0
2012-10-04,1.608,1.6202,1.6075,1.6191,0
2012-10-05,1.6191,1.6216,1.612,1.613,0
2012-10-08,1.6134,1.6139,1.6018,1.6019,0
2012-10-09,1.6022,1.6046,1.5973,1.6001,0
2012-10-10,1.6001,1.6034,1.5975,1.6001,0
2012-10-11,1.6,1.6054,1.5983,1.6047,0
2012-10-12,1.6047,1.6097,1.6016,1.607,0
2012-10-15,1.6078,1.6081,1.6018,1.6071,0
2012-10-16,1.6071,1.6134,1.6058,1.612,0
2012-10-17,1.6119,1.6178,1.6109,1.6141,0
2012-10-18,1.6139,1.6171,1.6037,1.6047,0
2012-10-19,1.6047,1.6067,1.5996,1.5996,0
2012-10-22,1.6007,1.6052,1.5988,1.6012,0
2012-10-23,1.6012,1.6024,1.5912,1.595,0
2012-10-24,1.595,1.6048,1.5934,1.604,0
2012-10-25,1.6036,1.6143,1.6024,1.6119,0
2012-10-26,1.6119,1.6141,1.608,1.6091,0
2012-10-29,1.6093,1.6099,1.6005,1.6027,0
2012-10-30,1.6028,1.6086,1.6019,1.6077,0
2012-10-31,1.6078,1.6139,1.6065,1.6128,0
2012-11-01,1.6129,1.6175,1.6117,1.6123,0
2012-11-02,1.6123,1.6133,1.6004,1.6031,0
2012-11-05,1.6008,1.6039,1.5956,1.5977,0
2012-11-06,1.5977,1.6008,1.5964,1.5994,0
2012-11-07,1.5994,1.6042,1.5953,1.5986,0
2012-11-08,1.5978,1.6004,1.5928,1.598,0
2012-11-09,1.5982,1.6019,1.5886,1.5892,0
2012-11-12,1.5901,1.5915,1.5862,1.5875,0
2012-11-13,1.5877,1.5916,1.5857,1.5869,0
2012-11-14,1.5868,1.5901,1.5836,1.5839,0
2012-11-15,1.584,1.5879,1.5826,1.5862,0
2012-11-16,1.5864,1.5901,1.5834,1.5881,0
2012-11-19,1.5885,1.5924,1.5879,1.5908,0
2012-11-20,1.5907,1.5936,1.5889,1.5924,0
2012-11-21,1.5924,1.5955,1.5881,1.5951,0
2012-11-22,1.595,1.5978,1.5916,1.594,0
2012-11-23,1.5932,1.6051,1.5925,1.6031,0
2012-11-26,1.6031,1.6038,1.5994,1.6026,0
2012-11-27,1.6026,1.6056,1.6008,1.6023,0
2012-11-28,1.602,1.6025,1.5961,1.6015,0
2012-11-29,1.6013,1.6048,1.6,1.6039,0
2012-11-30,1.6039,1.6062,1.5988,1.6008,0
2012-12-03,1.6015,1.6116,1.6012,1.6089,0
2012-12-04,1.6091,1.6131,1.6083,1.6096,0
2012-12-05,1.61,1.6118,1.608,1.6089,0
2012-12-06,1.6095,1.6127,1.6037,1.6049,0
2012-12-07,1.6046,1.6061,1.6001,1.6037,0
2012-12-10,1.6035,1.6096,1.6012,1.6072,0
2012-12-11,1.6075,1.6121,1.6066,1.6112,0
2012-12-12,1.6112,1.6172,1.6093,1.6147,0
2012-12-13,1.6147,1.6153,1.6084,1.6111,0
2012-12-14,1.6111,1.6178,1.6101,1.6168,0
2012-12-17,1.6164,1.6216,1.6156,1.6203,0
2012-12-18,1.6202,1.6269,1.6193,1.6251,0
2012-12-19,1.625,1.6306,1.6242,1.6244,0
2012-12-20,1.6245,1.6296,1.6237,1.6277,0
2012-12-21,1.6277,1.6283,1.6149,1.6169,0
2012-12-24,1.6148,1.6206,1.6099,1.6121,0
2012-12-25,1.6118,1.6142,1.5899,1.6124,0
2012-12-26,1.6123,1.6171,1.6106,1.6135,0
2012-12-27,1.6135,1.6202,1.6065,1.6097,0
2012-12-28,1.6098,1.617,1.6077,1.6167,0
2012-12-31,1.6171,1.6274,1.6131,1.6245,0
2013-01-01,1.6251,1.6267,1.6224,1.6244,0
2013-01-02,1.6246,1.638,1.6223,1.6252,0
2013-01-03,1.6255,1.6256,1.609,1.6105,0
2013-01-04,1.6106,1.6109,1.6008,1.6066,0
2013-01-07,1.6073,1.6117,1.6019,1.6113,0
2013-01-08,1.6114,1.6129,1.6028,1.6053,0
2013-01-09,1.6054,1.6075,1.599,1.6022,0
2013-01-10,1.6006,1.6168,1.6001,1.6163,0
2013-01-11,1.6166,1.6177,1.6087,1.6128,0
2013-01-14,1.6131,1.6154,1.603,1.6074,0
2013-01-15,1.6075,1.6101,1.6031,1.6063,0
2013-01-16,1.6063,1.608,1.5973,1.6004,0
2013-01-17,1.6005,1.6039,1.5954,1.5994,0
2013-01-18,1.5991,1.6006,1.5853,1.5859,0
2013-01-21,1.5847,1.5893,1.5804,1.5827,0
2013-01-22,1.5829,1.5883,1.5808,1.5835,0
2013-01-23,1.5837,1.5892,1.58,1.5846,0
2013-01-24,1.5843,1.5851,1.5754,1.5787,0
2013-01-25,1.5789,1.5827,1.5745,1.5794,0
2013-01-28,1.5758,1.5783,1.5673,1.5691,0
2013-01-29,1.5693,1.5773,1.5681,1.5763,0
2013-01-30,1.5761,1.5816,1.5723,1.5799,0
2013-01-31,1.5797,1.5875,1.5774,1.5855,0
2013-02-01,1.5854,1.5878,1.5689,1.5697,0
2013-02-04,1.5691,1.5772,1.5684,1.5761,0
2013-02-05,1.5761,1.5804,1.5629,1.5658,0
2013-02-06,1.5656,1.5678,1.5629,1.5657,0
2013-02-07,1.5656,1.5768,1.5642,1.5709,0
2013-02-08,1.5715,1.5844,1.5703,1.5792,0
2013-02-11,1.5799,1.581,1.565,1.5658,0
2013-02-12,1.5656,1.5671,1.5572,1.5659,0
2013-02-13,1.5661,1.5689,1.5521,1.554,0
2013-02-14,1.5539,1.5542,1.5472,1.5492,0
2013-02-15,1.5493,1.555,1.546,1.5514,0
2013-02-18,1.5503,1.5508,1.5437,1.5463,0
2013-02-19,1.5462,1.5504,1.5413,1.5424,0
2013-02-20,1.5424,1.5451,1.5191,1.5232,0
2013-02-21,1.5232,1.5273,1.5131,1.525,0
2013-02-22,1.5251,1.532,1.5161,1.5163,0
2013-02-25,1.5075,1.5199,1.5069,1.5158,0
2013-02-26,1.5159,1.5219,1.5111,1.5125,0
2013-02-27,1.5123,1.5188,1.5079,1.5156,0
2013-02-28,1.5156,1.5222,1.5147,1.5163,0
2013-03-01,1.5161,1.5185,1.4984,1.5038,0
2013-03-04,1.504,1.5117,1.4998,1.511,0
2013-03-05,1.5113,1.5199,1.5093,1.5125,0
2013-03-06,1.5124,1.5154,1.5014,1.5017,0
2013-03-07,1.5016,1.5082,1.4965,1.5013,0
2013-03-08,1.5012,1.5047,1.4884,1.4915,0
2013-03-11,1.4916,1.4943,1.4864,1.4915,0
2013-03-12,1.4916,1.4919,1.483,1.4896,0
2013-03-13,1.4898,1.4981,1.4892,1.4918,0
2013-03-14,1.492,1.5118,1.4914,1.5084,0
2013-03-15,1.5083,1.5177,1.5067,1.5114,0
2013-03-18,1.5084,1.5143,1.5072,1.5107,0
2013-03-19,1.5106,1.5144,1.5072,1.509,0
2013-03-20,1.5092,1.5186,1.5024,1.5101,0
2013-03-21,1.5102,1.5209,1.5085,1.5169,0
2013-03-22,1.517,1.5246,1.5164,1.5229,0
2013-03-25,1.523,1.526,1.5142,1.5171,0
2013-03-26,1.517,1.5207,1.5134,1.5156,0
2013-03-27,1.5158,1.5181,1.5092,1.5126,0
2013-03-28,1.5128,1.52,1.5111,1.5188,0
2013-03-29,1.519,1.5219,1.5175,1.5211,0
2013-04-01,1.5196,1.5242,1.5175,1.5226,0
2013-04-02,1.5225,1.5258,1.5096,1.5103,0
2013-04-03,1.5104,1.5158,1.5074,1.5131,0
2013-04-04,1.5131,1.5245,1.5031,1.5229,0
2013-04-05,1.5231,1.5363,1.5197,1.5335,0
2013-04-08,1.5329,1.5351,1.5238,1.5264,0
2013-04-09,1.5264,1.5341,1.5248,1.532,0
2013-04-10,1.5319,1.5343,1.5292,1.5327,0
2013-04-11,1.5326,1.5411,1.5315,1.5384,0
2013-04-12,1.5382,1.5409,1.5335,1.5338,0
2013-04-15,1.5336,1.5383,1.527,1.529,0
2013-04-16,1.5292,1.5378,1.527,1.5365,0
2013-04-17,1.5365,1.5369,1.5216,1.5242,0
2013-04-18,1.5241,1.5311,1.5214,1.5281,0
2013-04-19,1.528,1.5368,1.5222,1.5229,0
2013-04-22,1.5217,1.5295,1.521,1.5285,0
2013-04-23,1.5287,1.5298,1.5195,1.5236,0
2013-04-24,1.5235,1.5287,1.5224,1.5265,0
2013-04-25,1.5266,1.548,1.5261,1.5433,0
2013-04-26,1.5434,1.5498,1.5417,1.545,0
2013-04-29,1.5481,1.5546,1.5475,1.5492,0
2013-04-30,1.5492,1.5565,1.5467,1.5537,0
2013-05-01,1.5533,1.5606,1.5523,1.5555,0
2013-05-02,1.5554,1.559,1.5494,1.5531,0
2013-05-03,1.5533,1.5601,1.5477,1.5568,0
2013-05-06,1.5566,1.5598,1.552,1.554,0
2013-05-07,1.554,1.5551,1.5445,1.5482,0
2013-05-08,1.5482,1.5591,1.5467,1.5542,0
2013-05-09,1.5539,1.5587,1.5424,1.5448,0
2013-05-10,1.5448,1.5457,1.5312,1.5361,0
2013-05-13,1.5355,1.5384,1.5276,1.5301,0
2013-05-14,1.5301,1.533,1.5205,1.5218,0
2013-05-15,1.5218,1.5271,1.5173,1.5226,0
2013-05-16,1.5227,1.5322,1.5196,1.5273,0
2013-05-17,1.5274,1.5281,1.5156,1.5168,0
2013-05-20,1.5188,1.528,1.5165,1.5257,0
2013-05-21,1.5258,1.5277,1.5111,1.5151,0
2013-05-22,1.515,1.5173,1.5018,1.5043,0
2013-05-23,1.5044,1.5128,1.5012,1.5106,0
2013-05-24,1.5108,1.5142,1.5062,1.5126,0
2013-05-27,1.5128,1.5133,1.5127,1.5132,0
2013-05-28,1.5109,1.5132,1.5025,1.5034,0
2013-05-29,1.5034,1.5144,1.5006,1.5127,0
2013-05-30,1.5128,1.5237,1.5109,1.5231,0
2013-05-31,1.5231,1.5239,1.5139,1.5196,0
2013-06-03,1.5197,1.5374,1.5176,1.5317,0
2013-06-04,1.5318,1.5342,1.5272,1.5314,0
2013-06-05,1.5314,1.5408,1.5289,1.5404,0
2013-06-06,1.5406,1.5682,1.538,1.5586,0
2013-06-07,1.5586,1.5618,1.5487,1.5552,0
2013-06-10,1.554,1.5585,1.5492,1.557,0
2013-06-11,1.555,1.5652,1.552,1.5644,0
2013-06-12,1.5643,1.5698,1.563,1.5675,0
2013-06-13,1.5677,1.5736,1.5643,1.5718,0
2013-06-14,1.5718,1.5718,1.5614,1.57,0
2013-06-17,1.5711,1.5751,1.568,1.5717,0
2013-06-18,1.5716,1.5721,1.5563,1.5638,0
2013-06-19,1.5639,1.5677,1.5448,1.5488,0
2013-06-20,1.5488,1.5517,1.5412,1.5503,0
2013-06-21,1.5503,1.5528,1.5367,1.5425,0
2013-06-24,1.5394,1.5465,1.5342,1.5434,0
2013-06-25,1.5434,1.5477,1.5396,1.5423,0
2013-06-26,1.5424,1.5439,1.5296,1.5313,0
2013-06-27,1.5313,1.5345,1.5201,1.5257,0
2013-06-28,1.5257,1.5279,1.5165,1.522,0
2013-07-01,1.5206,1.5249,1.5181,1.5216,0
2013-07-02,1.5217,1.5238,1.5136,1.5153,0
2013-07-03,1.5151,1.5303,1.5128,1.5278,0
2013-07-04,1.5278,1.5282,1.5054,1.5071,0
2013-07-05,1.5073,1.5077,1.4857,1.4893,0
2013-07-08,1.4875,1.4897,1.4872,1.4895,0
2013-07-09,1.4935,1.4978,1.4814,1.4864,0
2013-07-10,1.4865,1.5065,1.4846,1.5062,0
2013-07-11,1.5056,1.5215,1.5036,1.5184,0
2013-07-12,1.5183,1.5187,1.5076,1.5098,0
2013-07-15,1.5108,1.5124,1.5027,1.51,0
2013-07-16,1.51,1.5164,1.5046,1.5146,0
2013-07-17,1.5147,1.526,1.5079,1.5214,0
2013-07-18,1.521,1.524,1.5157,1.5228,0
2013-07-19,1.5226,1.5278,1.5196,1.5258,0
2013-07-22,1.5262,1.5383,1.5257,1.5356,0
2013-07-23,1.5356,1.539,1.5327,1.5372,0
2013-07-24,1.5373,1.5387,1.529,1.5315,0
2013-07-25,1.5316,1.5427,1.5264,1.5382,0
2013-07-26,1.5382,1.5415,1.5357,1.5384,0
2013-07-29,1.5382,1.541,1.5328,1.5339,0
2013-07-30,1.5338,1.535,1.5225,1.5238,0
